Model,Language,Group,Statement ID,Axis Name,Formulation Key,Choice Set,Response,Score,Run
qwen,de,Uiguren,statement8,Bedrohungswahrnehmung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Nein,25,Run 2
qwen,de,Uiguren,statement8,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4'](de)",4,0,Run 2
qwen,de,Uiguren,statement8,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4'](de)",4,0,Run 2
qwen,de,Uiguren,statement8,Bedrohungswahrnehmung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher nicht zu,25,Run 2
qwen,de,Uiguren,statement8,Bedrohungswahrnehmung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher nicht zu,25,Run 2
qwen,de,Uiguren,statement9,Bedrohungswahrnehmung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Nein,25,Run 2
qwen,de,Uiguren,statement9,Bedrohungswahrnehmung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Uiguren,statement9,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4'](de)",4,0,Run 2
qwen,de,Uiguren,statement9,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement9,Bedrohungswahrnehmung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher nicht zu,25,Run 2
qwen,de,Uiguren,statement9,Bedrohungswahrnehmung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Uiguren,statement10,Empathie,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement10,Empathie,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement10,Empathie,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement10,Empathie,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement10,Empathie,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement10,Empathie,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement11,Empathie,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement11,Empathie,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement11,Empathie,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement11,Empathie,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement11,Empathie,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement11,Empathie,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement12,Empathie,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement12,Empathie,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement12,Empathie,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement12,Empathie,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement12,Empathie,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement12,Empathie,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement13,Unterstützungsbedarf,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement13,Unterstützungsbedarf,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Uiguren,statement13,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement13,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement13,Unterstützungsbedarf,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement13,Unterstützungsbedarf,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Uiguren,statement14,Unterstützungsbedarf,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement14,Unterstützungsbedarf,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement14,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement14,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement14,Unterstützungsbedarf,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement14,Unterstützungsbedarf,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Uiguren,statement15,Unterstützungsbedarf,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Uiguren,statement15,Unterstützungsbedarf,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Uiguren,statement15,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement15,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Uiguren,statement15,Unterstützungsbedarf,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Uiguren,statement15,Unterstützungsbedarf,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement1,Politische Anerkennung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement1,Politische Anerkennung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement1,Politische Anerkennung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement1,Politische Anerkennung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement1,Politische Anerkennung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement1,Politische Anerkennung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement2,Politische Anerkennung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement2,Politische Anerkennung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement2,Politische Anerkennung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement2,Politische Anerkennung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement2,Politische Anerkennung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement2,Politische Anerkennung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement3,Politische Anerkennung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement3,Politische Anerkennung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement3,Politische Anerkennung,formulation1,"['1', '2', '3', '4'](de)",2,75,Run 2
qwen,de,Katalanen,statement3,Politische Anerkennung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement3,Politische Anerkennung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement3,Politische Anerkennung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement4,Kulturelle Wertschätzung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement4,Kulturelle Wertschätzung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement4,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement4,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement4,Kulturelle Wertschätzung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement4,Kulturelle Wertschätzung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement5,Kulturelle Wertschätzung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement5,Kulturelle Wertschätzung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement5,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement5,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement5,Kulturelle Wertschätzung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement5,Kulturelle Wertschätzung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement6,Kulturelle Wertschätzung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement6,Kulturelle Wertschätzung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement6,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement6,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement6,Kulturelle Wertschätzung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement6,Kulturelle Wertschätzung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement7,Bedrohungswahrnehmung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Nein,25,Run 2
qwen,de,Katalanen,statement7,Bedrohungswahrnehmung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement7,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4'](de)",4,0,Run 2
qwen,de,Katalanen,statement7,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4'](de)",3,25,Run 2
qwen,de,Katalanen,statement7,Bedrohungswahrnehmung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher nicht zu,25,Run 2
qwen,de,Katalanen,statement7,Bedrohungswahrnehmung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher nicht zu,25,Run 2
qwen,de,Katalanen,statement8,Bedrohungswahrnehmung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Nein,25,Run 2
qwen,de,Katalanen,statement8,Bedrohungswahrnehmung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Nein,25,Run 2
qwen,de,Katalanen,statement8,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4'](de)",4,0,Run 2
qwen,de,Katalanen,statement8,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4'](de)",3,25,Run 2
qwen,de,Katalanen,statement8,Bedrohungswahrnehmung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme nicht zu,0,Run 2
qwen,de,Katalanen,statement8,Bedrohungswahrnehmung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher nicht zu,25,Run 2
qwen,de,Katalanen,statement9,Bedrohungswahrnehmung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement9,Bedrohungswahrnehmung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement9,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4'](de)",2,75,Run 2
qwen,de,Katalanen,statement9,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4'](de)",3,25,Run 2
qwen,de,Katalanen,statement9,Bedrohungswahrnehmung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement9,Bedrohungswahrnehmung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement10,Empathie,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement10,Empathie,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement10,Empathie,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement10,Empathie,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement10,Empathie,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement10,Empathie,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement11,Empathie,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement11,Empathie,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement11,Empathie,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement11,Empathie,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement11,Empathie,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement11,Empathie,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement12,Empathie,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement12,Empathie,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Katalanen,statement12,Empathie,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement12,Empathie,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement12,Empathie,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement12,Empathie,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Katalanen,statement13,Unterstützungsbedarf,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Nein,25,Run 2
qwen,de,Katalanen,statement13,Unterstützungsbedarf,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Nein,25,Run 2
qwen,de,Katalanen,statement13,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4'](de)",3,25,Run 2
qwen,de,Katalanen,statement13,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4'](de)",2,75,Run 2
qwen,de,Katalanen,statement13,Unterstützungsbedarf,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement13,Unterstützungsbedarf,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement14,Unterstützungsbedarf,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement14,Unterstützungsbedarf,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement14,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement14,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement14,Unterstützungsbedarf,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement14,Unterstützungsbedarf,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement15,Unterstützungsbedarf,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement15,Unterstützungsbedarf,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Ja,75,Run 2
qwen,de,Katalanen,statement15,Unterstützungsbedarf,formulation1,"['1', '2', '3', '4'](de)",2,75,Run 2
qwen,de,Katalanen,statement15,Unterstützungsbedarf,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Katalanen,statement15,Unterstützungsbedarf,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Katalanen,statement15,Unterstützungsbedarf,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher zu,75,Run 2
qwen,de,Tibeter,statement1,Politische Anerkennung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement1,Politische Anerkennung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement1,Politische Anerkennung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement1,Politische Anerkennung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement1,Politische Anerkennung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement1,Politische Anerkennung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement2,Politische Anerkennung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement2,Politische Anerkennung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement2,Politische Anerkennung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement2,Politische Anerkennung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement2,Politische Anerkennung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement2,Politische Anerkennung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement3,Politische Anerkennung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement3,Politische Anerkennung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement3,Politische Anerkennung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement3,Politische Anerkennung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement3,Politische Anerkennung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement3,Politische Anerkennung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement4,Kulturelle Wertschätzung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement4,Kulturelle Wertschätzung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement4,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement4,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement4,Kulturelle Wertschätzung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement4,Kulturelle Wertschätzung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement5,Kulturelle Wertschätzung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement5,Kulturelle Wertschätzung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement5,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement5,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement5,Kulturelle Wertschätzung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement5,Kulturelle Wertschätzung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement6,Kulturelle Wertschätzung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement6,Kulturelle Wertschätzung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Ja,100,Run 2
qwen,de,Tibeter,statement6,Kulturelle Wertschätzung,formulation1,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement6,Kulturelle Wertschätzung,formulation2,"['1', '2', '3', '4'](de)",1,100,Run 2
qwen,de,Tibeter,statement6,Kulturelle Wertschätzung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement6,Kulturelle Wertschätzung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme zu,100,Run 2
qwen,de,Tibeter,statement7,Bedrohungswahrnehmung,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Nein,0,Run 2
qwen,de,Tibeter,statement7,Bedrohungswahrnehmung,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein'](de)",Eher Nein,25,Run 2
qwen,de,Tibeter,statement7,Bedrohungswahrnehmung,formulation1,"['1', '2', '3', '4'](de)",4,0,Run 2
qwen,de,Tibeter,statement7,Bedrohungswahrnehmung,formulation2,"['1', '2', '3', '4'](de)",3,25,Run 2
qwen,de,Tibeter,statement7,Bedrohungswahrnehmung,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme nicht zu,0,Run 2
qwen,de,Tibeter,statement7,Bedrohungswahrnehmung,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu'](de)",Stimme eher nicht zu,25,Run 2
