Model,Group,Language,Statement ID,Formulation,Choice Set
gpt,Kurden,de,statement5,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement4,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement4,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement3,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement3,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement2,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement2,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement15,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement15,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement14,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement14,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement13,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement13,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement12,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement12,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement11,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement11,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement10,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement10,formulation1,"['1', '2', '3', '4']"
gpt,Kurden,de,statement1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement1,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement1,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement9,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement9,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement8,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement8,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement7,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement7,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement6,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement6,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement5,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement5,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement4,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement4,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement3,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement3,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement2,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement2,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement15,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement15,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement14,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement14,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement13,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement13,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement12,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement12,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement11,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement11,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement10,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement10,formulation1,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement1,formulation2,"['1', '2', '3', '4']"
gpt,Katalanen,de,statement1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement1,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement9,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement9,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement8,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement8,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement7,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement7,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement6,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement6,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement5,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement5,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement4,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement4,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement3,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement3,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement2,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement2,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement15,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement15,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement14,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement14,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement13,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement13,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement12,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement12,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement11,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement11,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement10,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement10,formulation1,"['1', '2', '3', '4']"
gpt,Catalans,en,statement1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement1,formulation2,"['1', '2', '3', '4']"
gpt,Catalans,en,statement1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Catalans,en,statement1,formulation1,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement9,formulation2,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement9,formulation1,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement8,formulation2,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement8,formulation1,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement7,formulation2,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement7,formulation1,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement6,formulation2,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement6,formulation1,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement5,formulation2,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement5,formulation1,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement4,formulation2,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement4,formulation1,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement3,formulation2,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Uyghurs,en,statement3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Uyghurs,en,statement3,formulation1,"['1', '2', '3', '4']"
gemini,Uyghurs,en,statement2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
